review,aspect,label
"The station was dirty and unpleasant. There was trash everywhere, and the toilets were disgusting. It wasn't a very welcoming place.",Cleanliness,2
"The escalator was broken, and it took a long time for someone to come and fix it. It was very inconvenient, especially with my luggage.",Maintenance,6
"The ticketing system was very confusing. I couldn't figure out how to buy a ticket, and the staff wasn't very helpful. It was a frustrating experience.",User-friendly payment system,9
"I couldn't find any information about the train schedule. There were no screens or announcements. I had to ask a staff member, who didn't speak English well.",Data availability,1
"I didn't feel safe walking around the station at night. The lighting was poor, and there were a lot of people hanging around who looked suspicious. I wished there were more security guards.",Safety,10
"The station was dirty and unpleasant. There was trash everywhere, and the toilets were in terrible condition. It was not a pleasant place to be.",Cleanliness,2
"The escalator was broken, and it took a long time for someone to come and fix it. It was very inconvenient, especially for people with luggage or disabilities.",Maintenance,6
"The ticketing system was very confusing. I couldn't figure out how to buy a ticket, and the staff wasn't very helpful. It was a frustrating experience.",User-friendly payment system,9
"I couldn't find any information about the train schedule. There were no screens or announcements. I had to ask a staff member, who didn't speak English well. It was very frustrating.",Data availability,1
"I didn't feel safe walking around the station at night. The lighting was poor, and there were a lot of people hanging around who looked suspicious. There weren't enough security guards.",Safety,10
"The station was dirty and unpleasant. There was trash everywhere, and the toilets were in terrible condition. It was not a pleasant place to be.",Cleanliness,2
"The escalator was broken, and it took a long time for someone to come and fix it. It was very inconvenient, especially for people with luggage or disabilities.",Maintenance,6
"The ticketing system was very confusing. I couldn't figure out how to buy a ticket, and the staff wasn't very helpful. It was a frustrating experience.",User-friendly payment system,9
"I couldn't find any information about the train schedule. There were no screens or announcements. I had to ask a staff member, who didn't speak English well. It was very frustrating.",Data availability,1
"I didn't feel safe walking around the station at night. The lighting was poor, and there were a lot of people hanging around who looked suspicious. There weren't enough security guards.",Safety,10
"The station was dirty and unpleasant. There was trash everywhere, and the toilets were in terrible condition. It was not a pleasant place to be.",Cleanliness,2
"The escalator was broken, and it took a long time for someone to come and fix it. It was very inconvenient, especially for people with luggage or disabilities.",Maintenance,6
"The ticketing system was very confusing. I couldn't figure out how to buy a ticket, and the staff wasn't very helpful. It was a frustrating experience.",User-friendly payment system,9
"I couldn't find any information about the train schedule. There were no screens or announcements. I had to ask a staff member, who didn't speak English well. It was very frustrating.",Data availability,1
"I didn't feel safe walking around the station at night. The lighting was poor, and there were a lot of people hanging around who looked suspicious. There weren't enough security guards.",Safety,10
"The station was dirty and unpleasant. There was trash everywhere, and the toilets were in terrible condition. It was not a pleasant place to be.",Cleanliness,2
